Time,Latitude,Longitude,counts,Temperature,Humidity,Pressure,Altitude,VOC,PM1,PM25,PM10
1712963966.21,0,0,33.6343268200468,20.119328001605712,34.80288865183069,998.1882075790601,132.33288025041412,222057.75989127587,0.6906877206636666,1.3620426509893133,1.4688778552856916
1712963968.07,0,0,37.609928714228424,20.852428304098563,38.851939718529366,996.5585096730499,132.23175666187305,83425.6289301393,0.5365496678480949,1.3445493985350705,1.2496518317429248
1712963970.12,0,0,38.19355577522325,20.153108737895874,38.52870124280506,996.5439748907081,132.036396404831,101428.126894699,0.47206694510999925,0.8191004732432556,0.630086240130632
1712963972.08,0,0,42.3188654188354,20.942904174568902,39.41356060483473,997.2557594183365,131.93865492670915,115378.79093660285,0.5648411332626164,1.3289154741506772,1.2582631959290227
1712963974.11,0,0,37.71375098758374,19.985080514259984,39.32292761496472,998.1243600826597,131.93510729990652,135086.42933191938,-0.43429136057164763,0.5370076347154926,0.5245869164588015
1712963976.08,0,0,32.126362190319796,21.01949266370493,36.194889685071466,998.4763478113827,131.94739996688162,140321.43748557524,0.2755276166950106,1.096269878482053,0.5221235515289973
1712963978.1,0,0,31.450776923960575,20.414798817601074,37.70897270788102,996.7860158078838,132.0874854137159,150189.79236404243,-0.046711165251972386,0.730008837287703,0.8236102191495412
1712963980.09,0,0,37.026615405847046,21.51635060247347,38.87591284157318,997.6620861611569,132.18325133985627,158916.86438616418,0.02439026932758004,0.6205668857772788,0.9886431904046658
1712963982.12,0,0,36.217916583376784,19.890881732041986,38.16154282199234,997.2189901966747,132.323362949885,167460.60378684456,-0.059237253061771855,-0.42304679837079084,0.2704074178077932
1712963984.1,0,0,38.53973707569074,20.26096082710052,39.86697858798018,998.3794380056852,132.47176570863013,170828.5973241508,-0.09923693912467402,0.19628877587813975,0.1832953766065052
1712963986.1,0,0,28.479682314063556,19.762220479981178,38.836210876167314,998.1071810912455,132.6123003018944,173553.36824739203,0.059640331308217887,-0.16012503623193386,-0.05409729362325166
1712963988.14,0,0,34.46043206862056,21.331242705307123,36.32618592945842,998.0907279555815,132.687119540668,190238.20042441634,-0.3447597540692875,0.7247667715287615,0.2736266662816659
1712963990.08,0,0,31.46141158072249,21.16036230051196,35.82800560203615,997.3534066052907,132.67067826662958,191230.30553240256,-0.3180718695047289,0.06535634079894237,0.9971245001577111
1712963992.11,0,0,23.56169555339138,19.84861763043031,38.68290509672737,997.2422954615361,132.69904395373243,198006.88221422612,0.3617856210135173,-0.18470966216938967,-0.07381869776402705
1712963994.09,0,0,32.7727747704497,20.596745435818356,35.62372626244239,996.951739586705,132.7642364157127,195778.62715274203,0.44611546213363273,0.03949129237533722,-0.04861297567032452
1712963996.12,0,0,32.78383156897404,20.868350650402434,38.43882816485413,996.5218812413364,132.72877899919854,201305.90101854817,-0.12669068372024705,0.7907231648389635,0.16362382119166918
1712963998.09,0,0,36.03181682219653,20.308077404448923,40.25069488598928,998.1480370564881,132.64898965027845,203062.39432551587,-0.22925532685644623,0.3187525029320699,0.7948095487499294
1712964000.11,0,0,31.6559655192831,20.228266000462014,38.449982176844266,998.0553220952916,132.55684138757994,198730.23536822427,0.14399954323901576,1.125891376437009,1.1936822257814885
